turn,player,response,predicted_action,predicted_normalized,predicted_family,chaga_top1_action,chaga_family,chaga_top3_actions,teacher_accept_top3,top1_match,top3_match,relaxed_match
96,1,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9,False,True,True,True
98,2,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
100,3,PLAY W1,Play B2,PLAY B2,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B2|PLAY B5,False,False,True,False
104,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY B6,False,True,True,True
106,2,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
108,3,PLAY B7,Play T1,PLAY T1,PLAY,PLAY B7,PLAY,PLAY B7,False,False,False,False
112,1,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY W9,False,True,True,True
114,2,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
116,3,PLAY B5,Play T5,PLAY T5,PLAY,PLAY B5,PLAY,PLAY B5|PLAY B2,False,False,False,False
120,1,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9,False,True,True,True
122,2,PLAY W5,Play W6,PLAY W6,PLAY,PLAY W5,PLAY,PLAY W5|PLAY W9,False,False,False,False
124,3,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
128,1,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7,False,True,True,True
130,2,PLAY F3,Play W9,PLAY W9,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W9,False,False,True,False
132,3,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY T6,False,True,True,True
2,0,PLAY T8,Play W1,PLAY W1,PLAY,PLAY T8,PLAY,PLAY T8,True,False,False,False
4,1,PLAY B1,Play W3,PLAY W3,PLAY,PLAY B1,PLAY,PLAY B1|PLAY W3,True,False,True,True
6,2,PLAY F4,Play T9,PLAY T9,PLAY,PLAY F4,PLAY,PLAY F4|PLAY J1,True,False,False,False
10,0,PLAY T7,Play W1,PLAY W1,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T9,True,False,False,False
12,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,True,True,True,True
14,2,PLAY J1,Play W6,PLAY W6,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
18,0,PLAY T9,Play W1,PLAY W1,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B9,True,False,False,False
20,1,PLAY F4,Play W7,PLAY W7,PLAY,PLAY F4,PLAY,PLAY F4|PLAY T7,True,False,False,False
22,2,PLAY T9,Play W3,PLAY W3,PLAY,PLAY T9,PLAY,PLAY T9|PLAY W9,True,False,False,False
26,0,PLAY B9,Play W1,PLAY W1,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B6,True,False,False,False
28,1,PLAY T7,Play W7,PLAY W7,PLAY,PLAY T7,PLAY,PLAY T7|PLAY W7,True,False,True,True
30,2,PLAY B1,Play W3,PLAY W3,PLAY,PLAY B1,PLAY,PLAY B1|PLAY B7|PLAY W9,True,False,False,False
34,0,PLAY T6,Play W1,PLAY W1,PLAY,PLAY T6,PLAY,PLAY T6|PLAY B6,True,False,False,False
36,1,PLAY W8,Play W7,PLAY W7,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W7,True,False,True,True
38,2,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4,True,False,False,False
41,0,CHI W2,Peng,PENG,PENG,CHI W2,CHI,CHI W2|PENG,False,False,True,False
42,1,CHI B6,Chi B6,CHI B6,CHI,CHI B6,CHI,CHI B6,False,True,True,True
43,2,CHI W8,Chi W8,CHI W8,CHI,CHI W8,CHI,CHI W8|CHI W7,False,True,True,True
46,0,PLAY T7,Play T2,PLAY T2,PLAY,PLAY T7,PLAY,PLAY T7,False,False,False,False
48,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
49,0,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
51,1,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3,False,True,True,True
53,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
57,0,PLAY F1,Play F1,PLAY F1,PLAY,PLAY F1,PLAY,PLAY F1,False,True,True,True
59,1,PLAY T8,Play T5,PLAY T5,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T5,False,False,True,False
61,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
65,0,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2|PLAY W6,False,True,True,True
67,1,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8,False,True,True,True
69,2,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9,False,True,True,True
73,0,PLAY W6,Play W3,PLAY W3,PLAY,PLAY W6,PLAY,PLAY W6,False,False,False,False
75,1,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6,False,True,True,True
77,2,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2,False,True,True,True
83,1,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
85,2,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
89,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
2,0,PLAY T1,Play W6,PLAY W6,PLAY,PLAY T1,PLAY,PLAY T1|PLAY T4|PLAY T9,True,False,False,False
4,1,PLAY J1,Play W9,PLAY W9,PLAY,PLAY J1,PLAY,PLAY J1|PLAY W9,True,False,True,True
8,3,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F1|PLAY F2,True,False,False,False
10,0,PLAY T4,Play W6,PLAY W6,PLAY,PLAY T4,PLAY,PLAY T4|PLAY W9|PLAY T9,True,False,False,False
12,1,PLAY W9,Play W1,PLAY W1,PLAY,PLAY W9,PLAY,PLAY W9|PLAY T9,True,False,False,False
16,3,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY F1,True,False,False,False
18,0,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY J2,True,True,True,True
20,1,PLAY J2,Play W1,PLAY W1,PLAY,PLAY J2,PLAY,PLAY J2|PLAY T9|PLAY B7,True,False,False,False
23,0,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
25,1,PLAY T4,Play W1,PLAY W1,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T9|PLAY T7,True,False,False,False
29,3,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W6,True,False,False,False
31,0,PLAY B9,Play W6,PLAY W6,PLAY,PLAY B9,PLAY,PLAY B9|PLAY B4|PLAY W6,True,False,True,True
33,1,PLAY T7,Play W1,PLAY W1,PLAY,PLAY T7,PLAY,PLAY T7|PLAY T6|PLAY T9,True,False,False,False
36,3,PLAY B9,Play W3,PLAY W3,PLAY,PLAY B9,PLAY,PLAY B9|PLAY W6,True,False,False,False
38,0,PLAY B7,Play W6,PLAY W6,PLAY,PLAY B7,PLAY,PLAY B7|PLAY W6,True,False,True,True
40,1,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY T9,True,False,False,False
44,3,PLAY W6,Play W3,PLAY W3,PLAY,PLAY W6,PLAY,PLAY W6|PLAY B5,True,False,False,False
2,0,PLAY T8,Play W3,PLAY W3,PLAY,PLAY T8,PLAY,PLAY T8|PLAY T5,True,False,False,False
4,0,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
8,2,PLAY W8,Play W2,PLAY W2,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W2|PLAY B2,True,False,True,True
10,3,PLAY W7,Play W1,PLAY W1,PLAY,PLAY W7,PLAY,PLAY W7|PLAY B4|PLAY W1,True,False,True,True
12,0,PLAY W3,Play B3,PLAY B3,PLAY,PLAY W3,PLAY,PLAY W3,True,False,False,False
16,2,PLAY B5,Play W2,PLAY W2,PLAY,PLAY B5,PLAY,PLAY B5|PLAY W2|PLAY B7,True,False,True,True
18,3,PLAY B4,Play W1,PLAY W1,PLAY,PLAY B4,PLAY,PLAY B4|PLAY W1|PLAY W9,True,False,True,True
20,0,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,True,True,True,True
24,2,PLAY B7,Play W2,PLAY W2,PLAY,PLAY B7,PLAY,PLAY B7|PLAY F2,True,False,False,False
26,3,PLAY T1,Play W1,PLAY W1,PLAY,PLAY T1,PLAY,PLAY T1|PLAY W1|PLAY W9,True,False,True,True
28,0,PLAY B8,Play B8,PLAY B8,PLAY,PLAY B8,PLAY,PLAY B8,True,True,True,True
32,2,PLAY B7,Play W2,PLAY W2,PLAY,PLAY B7,PLAY,PLAY B7,True,False,False,False
34,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY W9,True,True,True,True
37,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY F2|PLAY B2,True,True,True,True
39,3,PLAY T6,Play W9,PLAY W9,PLAY,PLAY T6,PLAY,PLAY T6|PLAY W9,True,False,True,True
43,0,PLAY F3,Play F3,PLAY F3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY J1|PLAY J3,True,True,True,True
47,2,PLAY B8,Play W4,PLAY W4,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W4,True,False,True,True
49,3,PLAY T8,Play W9,PLAY W9,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W9,True,False,True,True
51,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
55,2,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4|PLAY W9|PLAY F2,False,True,True,True
57,3,PLAY B9,Play W9,PLAY W9,PLAY,PLAY B9,PLAY,PLAY B9|PLAY W9|PLAY F4,False,False,True,False
59,0,PLAY J1,Play B3,PLAY B3,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B3,False,False,True,False
60,2,PENG,Pass,PASS,PASS,PENG,PENG,PENG,False,False,False,False
62,3,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY F4|PLAY B3,False,True,True,True
64,0,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
68,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B2,False,True,True,True
70,3,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY F4,False,True,True,True
72,0,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6,False,True,True,True
75,2,PLAY B2,Play T1,PLAY T1,PLAY,PLAY B2,PLAY,PLAY B2|PLAY F2,False,False,False,False
77,3,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY F4,False,True,True,True
79,0,PLAY J1,Play J1,PLAY J1,PLAY,PLAY J1,PLAY,PLAY J1,False,True,True,True
83,2,PLAY B5,Play T1,PLAY T1,PLAY,PLAY B5,PLAY,PLAY B5,False,False,False,False
85,3,PLAY F3,Play B3,PLAY B3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY J3|PLAY F4,False,False,False,False
87,0,PLAY T8,Play T8,PLAY T8,PLAY,PLAY T8,PLAY,PLAY T8,False,True,True,True
91,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2,False,True,True,True
93,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY F4|PLAY F3,False,True,True,True
95,0,PLAY T5,Play T5,PLAY T5,PLAY,PLAY T5,PLAY,PLAY T5,True,True,True,True
99,2,PLAY B8,Play T1,PLAY T1,PLAY,PLAY B8,PLAY,PLAY B8|PLAY F2,False,False,False,False
101,3,PLAY B5,Play B3,PLAY B3,PLAY,PLAY B5,PLAY,PLAY B5|PLAY F3,False,False,False,False
103,0,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6|PLAY B2,False,True,True,True
107,2,PLAY B9,Play T1,PLAY T1,PLAY,PLAY B9,PLAY,PLAY B9|PLAY F2,False,False,False,False
109,3,PLAY F4,Play T6,PLAY T6,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F3|PLAY T6,False,False,True,False
111,0,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY B2,False,True,True,True
115,2,PLAY F2,Play T1,PLAY T1,PLAY,PLAY F2,PLAY,PLAY F2,False,False,False,False
117,3,PLAY T6,Play T6,PLAY T6,PLAY,PLAY T6,PLAY,PLAY T6|PLAY F4|PLAY B2,False,True,True,True
119,0,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
122,2,CHI T4,Chi T4,CHI T4,CHI,CHI T4,CHI,CHI T4,False,True,True,True
124,3,PLAY F4,Play W7,PLAY W7,PLAY,PLAY F4,PLAY,PLAY F4|PLAY F3|PLAY B2,False,False,False,False
126,0,PLAY F4,Play F4,PLAY F4,PLAY,PLAY F4,PLAY,PLAY F4,False,True,True,True
130,2,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3,False,True,True,True
132,3,PLAY F3,Play W7,PLAY W7,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B6|PLAY B2,False,False,False,False
134,0,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7|PLAY B2,False,True,True,True
138,2,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
140,3,PLAY J3,Play W7,PLAY W7,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B6|PLAY B2,False,False,False,False
142,0,PLAY B3,Play B3,PLAY B3,PLAY,PLAY B3,PLAY,PLAY B3|PLAY J3,False,True,True,True
145,0,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
2,0,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2,True,False,False,False
5,2,CHI T8,Chi T8,CHI T8,CHI,CHI T8,CHI,CHI T8|PASS,False,True,True,True
7,3,PLAY B3,Play T2,PLAY T2,PLAY,PLAY B3,PLAY,PLAY B3,True,False,False,False
9,0,PLAY W9,Play W2,PLAY W2,PLAY,PLAY W9,PLAY,PLAY W9,True,False,False,False
13,2,PLAY J1,Play W1,PLAY W1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J3|PLAY B8,True,False,False,False
15,3,PLAY B1,Play T2,PLAY T2,PLAY,PLAY B1,PLAY,PLAY B1,True,False,False,False
17,0,PLAY T7,Play T3,PLAY T3,PLAY,PLAY T7,PLAY,PLAY T7|PLAY B7|PLAY T6,True,False,False,False
21,2,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3|PLAY B8,True,False,False,False
23,3,PLAY B9,Play T2,PLAY T2,PLAY,PLAY B9,PLAY,PLAY B9,True,False,False,False
25,0,PLAY T6,Play B3,PLAY B3,PLAY,PLAY T6,PLAY,PLAY T6|PLAY B6,True,False,False,False
29,2,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1|PLAY B5,True,True,True,True
31,3,PLAY J1,Play T2,PLAY T2,PLAY,PLAY J1,PLAY,PLAY J1,True,False,False,False
33,0,PLAY T9,Play T9,PLAY T9,PLAY,PLAY T9,PLAY,PLAY T9|PLAY B6,True,True,True,True
38,3,PLAY B2,Play T2,PLAY T2,PLAY,PLAY B2,PLAY,PLAY B2,True,False,False,False
39,0,PENG,Pass,PASS,PASS,PENG,PENG,PENG|PASS,False,False,True,False
42,2,PLAY T4,Play W8,PLAY W8,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T2,True,False,False,False
43,3,CHI T5,Chi T5,CHI T5,CHI,CHI T5,CHI,CHI T5|PASS,False,True,True,True
45,0,PLAY B3,Play W2,PLAY W2,PLAY,PLAY B3,PLAY,PLAY B3|PLAY B6,False,False,False,False
49,2,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
51,3,PLAY W8,Play W6,PLAY W6,PLAY,PLAY W8,PLAY,PLAY W8,False,False,False,False
53,0,PLAY B9,Play W2,PLAY W2,PLAY,PLAY B9,PLAY,PLAY B9,False,False,False,False
58,3,PLAY T8,Play W6,PLAY W6,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W6|PLAY T1,False,False,True,False
60,0,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
64,2,PLAY J3,Play W8,PLAY W8,PLAY,PLAY J3,PLAY,PLAY J3,False,False,False,False
66,3,PLAY J2,Play W6,PLAY W6,PLAY,PLAY J2,PLAY,PLAY J2,False,False,False,False
68,0,PLAY F4,Play W2,PLAY W2,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
72,2,PLAY T7,Play W8,PLAY W8,PLAY,PLAY T7,PLAY,PLAY T7|PLAY W8,False,False,True,False
73,3,CHI T7,Chi T7,CHI T7,CHI,CHI T7,CHI,CHI T7|PASS,False,True,True,True
75,0,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2,False,False,False,False
78,3,HU,Hu,HU,HU,HU,HU,HU|PASS,False,True,True,True
4,1,PLAY W9,Play W3,PLAY W3,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B6|PLAY B9,True,False,False,False
6,2,PLAY F1,Play W1,PLAY W1,PLAY,PLAY F1,PLAY,PLAY F1|PLAY F3,True,False,False,False
11,1,PLAY W3,Play W3,PLAY W3,PLAY,PLAY W3,PLAY,PLAY W3|PLAY T2,True,True,True,True
13,2,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY T1,True,False,False,False
15,3,PLAY T4,Play W6,PLAY W6,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T8|PLAY W6,True,False,True,True
19,1,PLAY T2,Play T7,PLAY T7,PLAY,PLAY T2,PLAY,PLAY T2|PLAY T7|PLAY J2,True,False,True,True
21,2,PLAY T1,Play W3,PLAY W3,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
23,3,PLAY W6,Play W6,PLAY W6,PLAY,PLAY W6,PLAY,PLAY W6|PLAY T8,True,True,True,True
24,1,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
26,2,PLAY W3,Play B4,PLAY B4,PLAY,PLAY W3,PLAY,PLAY W3|PLAY T7,True,False,False,False
28,3,PLAY T3,Play T3,PLAY T3,PLAY,PLAY T3,PLAY,PLAY T3|PLAY J2,True,True,True,True
30,1,CHI B2,Chi B2,CHI B2,CHI,CHI B2,CHI,CHI B2,False,True,True,True
32,2,PLAY F4,Play W3,PLAY W3,PLAY,PLAY F4,PLAY,PLAY F4|PLAY W3,True,False,True,True
34,3,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY J2,True,True,True,True
37,1,CHI B8,Chi B8,CHI B8,CHI,CHI B8,CHI,CHI B8,False,True,True,True
39,2,PLAY W1,Play T7,PLAY T7,PLAY,PLAY W1,PLAY,PLAY W1,True,False,False,False
41,3,PLAY W8,Play W8,PLAY W8,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W6|PLAY T8,True,True,True,True
45,1,PLAY B6,Play B6,PLAY B6,PLAY,PLAY B6,PLAY,PLAY B6,False,True,True,True
46,2,CHI B5,Pass,PASS,PASS,CHI B5,CHI,CHI B5|PASS,False,False,True,False
48,3,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9|PLAY J2,False,True,True,True
52,1,PLAY W9,Play W9,PLAY W9,PLAY,PLAY W9,PLAY,PLAY W9,False,True,True,True
54,2,PLAY F2,Play B3,PLAY B3,PLAY,PLAY F2,PLAY,PLAY F2,False,False,False,False
57,1,PLAY T7,Play T7,PLAY T7,PLAY,PLAY T7,PLAY,PLAY T7,False,True,True,True
59,2,PLAY B7,Play B3,PLAY B3,PLAY,PLAY B7,PLAY,PLAY B7|PLAY W3,False,False,False,False
61,3,PLAY T2,Play T2,PLAY T2,PLAY,PLAY T2,PLAY,PLAY T2|PLAY J2,False,True,True,True
65,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
67,2,PLAY F4,Play B3,PLAY B3,PLAY,PLAY F4,PLAY,PLAY F4,False,False,False,False
69,3,PLAY J2,Play T9,PLAY T9,PLAY,PLAY J2,PLAY,PLAY J2|PLAY T9,False,False,True,False
73,1,PLAY T9,Play T7,PLAY T7,PLAY,PLAY T9,PLAY,PLAY T9,False,False,False,False
75,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
77,3,PLAY T9,Play T6,PLAY T6,PLAY,PLAY T9,PLAY,PLAY T9|PLAY T6,False,False,True,False
81,1,PLAY W4,Play W4,PLAY W4,PLAY,PLAY W4,PLAY,PLAY W4,False,True,True,True
83,2,PLAY B4,Play T7,PLAY T7,PLAY,PLAY B4,PLAY,PLAY B4|PLAY T7|PLAY W4,False,False,True,False
85,3,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,False,True,True,True
89,1,PLAY B9,Play B9,PLAY B9,PLAY,PLAY B9,PLAY,PLAY B9,False,True,True,True
91,2,PLAY T1,Play T1,PLAY T1,PLAY,PLAY T1,PLAY,PLAY T1,False,True,True,True
93,3,PLAY W5,Play W5,PLAY W5,PLAY,PLAY W5,PLAY,PLAY W5,False,True,True,True
97,1,PLAY B7,Play B7,PLAY B7,PLAY,PLAY B7,PLAY,PLAY B7,False,True,True,True
99,2,PLAY F1,Play T5,PLAY T5,PLAY,PLAY F1,PLAY,PLAY F1|PLAY W4|PLAY B9,False,False,False,False
101,3,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
105,1,PLAY J3,Play J3,PLAY J3,PLAY,PLAY J3,PLAY,PLAY J3,False,True,True,True
2,0,PLAY J1,Play T1,PLAY T1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY J2,True,False,False,False
4,1,PLAY F3,Play W1,PLAY W1,PLAY,PLAY F3,PLAY,PLAY F3|PLAY F2,True,False,False,False
6,2,PLAY T6,Play W3,PLAY W3,PLAY,PLAY T6,PLAY,PLAY T6,True,False,False,False
10,0,PLAY J2,Play W4,PLAY W4,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
12,1,PLAY F2,Play W1,PLAY W1,PLAY,PLAY F2,PLAY,PLAY F2|PLAY J3,True,False,False,False
14,2,PLAY W8,Play W3,PLAY W3,PLAY,PLAY W8,PLAY,PLAY W8|PLAY W7,True,False,False,False
17,0,PLAY T1,Play W4,PLAY W4,PLAY,PLAY T1,PLAY,PLAY T1,True,False,False,False
19,1,PLAY J3,Play W1,PLAY W1,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
21,2,PLAY F2,Play W2,PLAY W2,PLAY,PLAY F2,PLAY,PLAY F2|PLAY W7,True,False,False,False
25,0,PLAY J3,Play T2,PLAY T2,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
27,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,True,True,True,True
28,2,CHI W2,Chi W2,CHI W2,CHI,CHI W2,CHI,CHI W2|PASS,False,True,True,True
32,0,PLAY J3,Play T2,PLAY T2,PLAY,PLAY J3,PLAY,PLAY J3,True,False,False,False
34,1,PLAY B2,Play W8,PLAY W8,PLAY,PLAY B2,PLAY,PLAY B2|PLAY W8,True,False,True,True
36,2,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B2,True,True,True,True
42,1,PLAY W1,Play W1,PLAY W1,PLAY,PLAY W1,PLAY,PLAY W1,True,True,True,True
47,0,PLAY J2,Play T2,PLAY T2,PLAY,PLAY J2,PLAY,PLAY J2,True,False,False,False
49,1,PLAY T8,Play W4,PLAY W4,PLAY,PLAY T8,PLAY,PLAY T8|PLAY W8|PLAY T1,False,False,False,False
51,2,PLAY B8,Play W2,PLAY W2,PLAY,PLAY B8,PLAY,PLAY B8|PLAY B7,True,False,False,False
55,0,PLAY F3,Play T2,PLAY T2,PLAY,PLAY F3,PLAY,PLAY F3,False,False,False,False
57,1,PLAY W2,Play W2,PLAY W2,PLAY,PLAY W2,PLAY,PLAY W2|PLAY B8|PLAY T1,False,True,True,True
59,2,PLAY W9,Play W2,PLAY W2,PLAY,PLAY W9,PLAY,PLAY W9|PLAY B7,False,False,False,False
62,0,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
64,1,PLAY F4,Play W4,PLAY W4,PLAY,PLAY F4,PLAY,PLAY F4|PLAY B8,False,False,False,False
66,2,PLAY F3,Play W2,PLAY W2,PLAY,PLAY F3,PLAY,PLAY F3|PLAY B7,False,False,False,False
72,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
76,2,PENG,Peng,PENG,PENG,PENG,PENG,PENG,False,True,True,True
80,0,PLAY T4,Play W5,PLAY W5,PLAY,PLAY T4,PLAY,PLAY T4|PLAY T5,False,False,False,False
81,1,CHI T5,Chi T5,CHI T5,CHI,CHI T5,CHI,CHI T5,False,True,True,True
83,2,PLAY B5,Play B5,PLAY B5,PLAY,PLAY B5,PLAY,PLAY B5,False,True,True,True
87,0,PLAY J1,Play W5,PLAY W5,PLAY,PLAY J1,PLAY,PLAY J1,False,False,False,False
89,1,PLAY B8,Play W4,PLAY W4,PLAY,PLAY B8,PLAY,PLAY B8|PLAY W4|PLAY T1,False,False,True,False
91,2,PLAY J2,Play J2,PLAY J2,PLAY,PLAY J2,PLAY,PLAY J2,False,True,True,True
95,0,PLAY T1,Play W5,PLAY W5,PLAY,PLAY T1,PLAY,PLAY T1,False,False,False,False
97,1,PLAY T1,Play W4,PLAY W4,PLAY,PLAY T1,PLAY,PLAY T1|PLAY F1|PLAY W4,False,False,True,False
99,2,PLAY B9,Play B9,PLAY B9,PLAY,PLAY B9,PLAY,PLAY B9,False,True,True,True
2,0,PLAY B5,Play W1,PLAY W1,PLAY,PLAY B5,PLAY,PLAY B5|PLAY F3,True,False,False,False
3,1,CHI B5,Chi B5,CHI B5,CHI,CHI B5,CHI,CHI B5,False,True,True,True
7,3,PLAY F2,Play W3,PLAY W3,PLAY,PLAY F2,PLAY,PLAY F2|PLAY T4|PLAY F3,True,False,False,False
9,0,PLAY T5,Play W2,PLAY W2,PLAY,PLAY T5,PLAY,PLAY T5|PLAY B7,True,False,False,False
11,1,PLAY J1,Play B1,PLAY B1,PLAY,PLAY J1,PLAY,PLAY J1|PLAY B1,True,False,True,True
15,3,PLAY F3,Play W3,PLAY W3,PLAY,PLAY F3,PLAY,PLAY F3|PLAY W3|PLAY T9,True,False,True,True
